id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
PAK2	1757.14067358627	1563.8462676374	1501.70371326075	2057.76090199058	1863.12455136301	1779.1231521568	1971.50716054551	1899.06830785565
PPDPF	2205.90142885422	2328.83941552294	1912.1365782991	1940.86501675577	2391.58594674761	1957.49352233219	1768.12989030274	1951.09901509581
MBOAT2	808.087887351911	908.23369086843	885.548637587554	996.04798014616	586.289691218461	735.30829026158	596.92556525866	757.39341822662
SLC41A1	915.030397803016	1108.50272660136	1475.07771306697	1241.23139549092	1145.66719582061	1285.50987954239	1331.13232320852	1373.94801356323
MEAF6	1056.21940900966	902.89825318491	1219.76192271794	1323.18844637732	1180.50624997894	1172.01875737856	1068.10845926078	1658.07778213663
PLAT	899.852365392205	831.863361711336	766.562680569712	849.128108062621	543.9540901407	671.686537883143	1127.25048864771	616.382935595106
NELFB	1327.34863496629	1110.74909184808	1033.17895586729	1163.63303608771	1402.70453918172	1192.15706778869	1310.39043357935	1431.90051638767
ASAP3	1665.64096293891	1971.49020836301	1772.7030226162	1615.90767925451	1893.73975371996	1750.66246529441	1313.02771240798	1844.77159102805
UPF1	2078.38152341659	2080.91529439849	1951.69264876681	2056.78778240051	2564.08200011376	2284.85365301165	2265.60424121685	2773.90683622354
COL4A5	835.178672989602	501.379818539713	342.385064013007	629.426771195062	385.578756449194	331.626386308342	238.814288127968	261.221163988225
ATP10A	95.1675319045197	230.967042936439	166.057019540849	150.712239283634	242.780026341695	470.550284595738	537.152850679699	459.234141586275
NOP56	1047.14860903588	928.429136483632	1156.2225530655	854.171189094679	1382.48487184661	1001.11784052232	1354.73620375235	998.411961963742
MBD5	872.353353976138	612.964421936299	880.631325999294	565.220721644968	707.526046231514	394.757453662423	521.233767552903	479.749595414973
DEF8	899.413415135999	950.262694366445	858.042088930851	796.729542024225	1126.91306842455	947.172461496108	1190.95202998834	1085.75932103904
KDM4A	1226.28792111083	1102.48898094547	1141.01784749331	1030.49755281664	1022.62487634115	913.33003124869	889.91041920376	861.704946091094
PPP1R14A	34.5920567898426	97.7468326415221	51.5197862163391	32.474906797076	225.944981678636	473.425406118117	526.666856107195	215.993926699312
RNF217	665.002940054112	681.296856807276	739.744780151195	462.120591229625	834.143125199114	873.127040904061	1269.62822264922	995.815557662216
MANBAL	893.39645126276	929.836507903858	1048.97862539542	874.335686207408	1009.50314089406	1157.39125751432	1198.91791138236	1055.35241743709
NRIP1	1146.70939332734	991.399948582848	1279.44501007075	1162.24538657445	1005.14439008527	1028.29584692504	1257.05235292664	1194.30491220198
NSD1	1396.30758080482	1550.76554170824	1686.29495714923	1427.57817447991	1136.66377021723	1191.49732079078	1457.15415428675	1323.32226569488
ZFP91	2278.13001386459	2179.93166787673	2608.72182572891	2490.25150551781	2276.22533821571	2489.21959572422	2252.68158697839	2381.81122250952
PREP	536.898673426901	518.947186989642	491.742966543731	503.469081073171	800.842321427579	798.721373962993	730.487186217868	692.215357058705
CDR2	663.195993184148	587.137996650424	847.936689509354	621.284913626356	984.20206553947	675.3241196859	1186.60759855925	806.598521896619
CDK17	820.737216150191	950.233308321974	1014.24921304729	872.534192152468	723.743804025814	574.923584264906	802.62460229233	664.38172128813
YPEL3	810.731332885616	802.637564410702	882.007538861472	816.787542411632	1023.60159096787	1146.37147804234	971.998729182463	1299.80442971234
SMC1A	1248.45490284983	1146.84677515275	1527.79646510984	1373.22468052535	1008.84700306735	776.456267114689	1334.58679570244	1349.68263162081
CDK14	1222.10783073073	1490.40610028273	1407.57355193514	1323.97421843047	1059.95503460414	1349.69044237943	1225.22271671863	1612.07761267021
DIP2B	1287.45096173597	824.84744243791	1051.12460099947	1016.69984776061	931.262457234694	799.833632735552	816.854873693433	1042.55643822728
IL15RA	502.133460399494	373.300349254969	409.810604450606	551.691385502026	757.993589029136	536.768686668617	243.7652076827	636.055770767234
AHCYL2	631.218614252902	599.507341186047	593.89897287267	916.493944761522	308.887896776217	405.236033939516	352.582632732853	487.516820817917
AGPAT3	1686.1102750841	1934.49835166258	2160.42074867152	2142.34204986281	1786.72342849689	2089.37567589504	2511.20841341158	2105.07290908969
IDE	965.747130452711	886.036641002803	1048.78965524198	1173.43864726106	819.878913375394	806.176943913414	1048.55072140424	878.781560953447
RCN2	1294.68841836936	1611.80135926629	1789.93446697578	1332.62445867027	1662.68010258525	2252.58494475183	1837.44050407473	1765.59839049683
HMGN2	1945.95607885742	1924.32015281939	1720.35676413344	2112.70325792523	1833.24207826752	1815.83879885698	1311.13131853339	1523.3796376755
PPP4R1	1558.40920956784	1269.51442798324	1660.49627441205	1491.04572287159	1496.51971268234	1332.85193325345	1619.88616108931	1700.91663394615
ZKSCAN8	1308.79687278204	1452.148655822	1534.05049668509	1519.00456447032	1130.30511641809	1214.17443861425	1644.04164511379	1422.54276932056
SMO	530.212693937511	346.624189253542	121.404969117629	506.332179412478	278.876216808177	195.297191072781	46.3804216731497	241.998919829262
TAF1	1033.78520755389	1128.24282802224	1052.14389129385	1322.70505683293	1277.24569721978	1175.14755488994	1137.42075442677	1511.80591374621
TBRG4	513.59896551764	397.387813738011	426.508557751051	462.889906067135	761.144903454065	654.404682928276	685.135495559367	600.906634606124
CDON	644.665675206214	658.738615236472	275.89489933534	813.99874246467	126.776766614475	279.369334203341	206.360464666205	203.503548401272
SLC35E1	1300.69928438934	1316.07519379986	1369.78880726972	964.690095357104	1144.92460252207	1128.01526178268	1478.09723663363	1352.60403004337
MPG	1048.7479552555	919.213644431128	823.933349473969	943.584870777249	1181.31095249875	820.842557198163	1153.5044812278	963.350749304378
CUL3	1666.14918046196	1738.18163840939	2015.74852257954	1517.23283585397	1666.26188329032	1843.41768076205	1785.67761512262	1481.69804673654
UBA6	1010.33668553434	1318.03182836405	1079.86033128328	890.1238495151	500.122216860352	518.099899271398	1114.7602009205	982.415246006816
ANAPC16	957.130331907846	913.291546651027	796.489616394621	708.379493964673	1131.64507640566	1117.92097707646	926.636201861906	818.942307406664
POLH	876.099151283576	919.211678702338	783.372279524417	953.920309796749	780.599579123794	651.62116205041	603.301205731945	749.102308273253
DENND4C	1442.30107315562	1325.29841250444	1312.28382061565	1536.7474020002	1396.33205910593	1763.85393652833	1173.21658880404	1861.13930339485
HS1BP3	1022.2292881091	873.257455590376	792.016447611177	939.462955893413	1174.49231443747	1057.52324062975	1014.85174840867	1218.28395653298
PPP2R3A	705.685381441971	766.231710315697	880.668927265542	1012.22279823068	582.556806882408	617.956967182109	828.603522771681	629.601812595582
EIF3D	3555.8459866701	3681.04000956314	3731.64101263349	3108.61410280352	3604.45161691462	3171.07534872735	3703.5914062818	3555.12908971791
TNFRSF12A	504.601482948773	567.819233163289	635.352421979156	629.611006530545	361.690638429063	345.645455696969	960.369390884074	411.104713957796
SEMA6D	436.412976504737	446.901941358587	377.605904213086	291.923619149652	130.168024449157	231.035341458251	171.67266270597	153.466139133293
SIGMAR1	1215.07344952544	1066.09871623669	1290.22162617644	998.249950081412	1309.64824294068	1119.47299431746	1370.28153221722	1067.40162490627
PLEKHM2	3410.31656895002	3387.12032726202	3567.75830804001	3431.30520091126	4111.66930616935	3576.10979664195	3497.95218250439	4550.98952186714
HECA	986.884175428461	627.911538287663	764.455537114346	949.448848304404	949.266374306686	988.377545077267	687.247049428925	1252.97309976758
ZNF37BP	535.187610022171	795.667244248323	936.461717884032	846.09195108737	438.994476663328	622.811645444866	846.699483673422	676.260433919329
SF3B4	936.061856825672	778.742032908221	938.637258480633	823.182780935958	1091.36785261073	1060.0413477399	1047.03068656299	875.04882781199
PLEKHM1	1610.48066837505	1332.28897795539	1869.11188190849	1658.36062735867	1577.49196832638	1434.54901981534	1306.82643624237	1630.12586844463
SFXN1	750.880242446897	652.524493888951	837.294767894861	836.141608279559	567.813224584352	559.942580150319	1038.01671019262	698.985850034181
PGBD5	304.423682660868	208.617008425811	296.68978666473	236.424450406557	43.7575822063265	23.2477341673204	81.8625919415502	19.8965100471954
SMCHD1	1679.46158709484	1658.60201524675	1882.00678157098	2099.13835311735	1762.92262705168	1557.18398075243	1718.43471089895	1914.93293991605
MGRN1	1349.66450371013	1002.28215735533	1160.39142460965	1319.00863011624	1345.08665180393	1124.69641698556	1271.78451209396	1095.68314087005
PRPF6	1959.2473658293	1822.81632245373	1932.73024268258	1724.25359725215	2082.64045594504	1839.87311528658	2066.28666900013	1953.16470199624
ERO1A	2932.81868015191	3060.25845324286	2268.35055201567	2895.93881890503	3008.06867403508	3043.77153003897	3951.63710145375	3397.42955323746
RNF123	723.580938338935	651.804521808809	898.575422753906	666.492872076126	745.083907488387	829.698684943833	899.038751508792	906.843194209179
C5orf24	1253.1498575171	1256.98136096562	1392.591594557	1392.45373426934	1581.06674905298	1410.05947946289	1786.65548526697	1479.75255939004
TRIP11	1475.37098596228	1592.53842450418	1568.59559535007	1358.65203412308	906.718534570609	1488.47559030155	1778.90988738647	1369.81566111033
SCAMP2	1139.04318386957	1197.72891424583	1217.61037612423	1117.28264339765	1261.42792222281	1414.60430171399	1589.16304042929	1525.04823960834
TLR4	236.28833943164	349.701375353179	217.612810558175	183.887887878118	126.46316199286	640.564319432327	498.866175577309	406.587413941452
RPS6KA3	1569.17401043349	1533.50076054841	1563.10481171189	1870.89827835011	1351.84513087478	1304.5118516673	1909.76313580932	1522.36222016924
TRAPPC1	1173.33573932605	1384.71648989842	1470.96651448754	1131.18577246128	1508.70905419212	1626.52632996884	1491.87537019028	1286.39591848557
MSI2	632.927219966506	536.523609100591	800.574404946821	808.627142483888	814.426383622755	454.540180530862	767.824588554887	541.367898721519
PPM1B	676.575860319325	591.245891403867	606.649710699157	681.601125839142	1176.98720230733	959.372629349254	738.4553761089	1118.18644516927
NUP133	1175.5205679761	934.134476568038	953.390131859853	1126.60465514191	1017.48533901795	1507.63344109146	1065.99135707637	1447.46939062757
KDM1A	1312.97772571647	1323.17488424656	1462.84510365282	1313.78696437058	1060.18073181106	1183.3854326133	1101.05524821926	1061.8980367581
PSME2	843.32402371453	805.406548678151	833.074182926283	700.40463053713	753.889712005285	543.88228118232	530.422730936788	517.757849722085
CDKN1C	481.251507027972	458.009894943014	357.505547034271	414.301004507578	611.309768066306	579.597848691072	305.494670472637	789.151992941648
ATIC	990.630807703399	1117.06177694962	1212.6837700847	927.86596631824	1322.52059752328	1304.08863531872	1128.74797860596	1065.47420627089
PHPT1	1239.76478363152	799.476511125393	761.315090885323	733.57930771758	1172.2965632663	556.154054950678	763.058791742657	577.437836692392
IPO4	886.813102341661	425.953767836786	588.42567650337	647.884203862956	589.154458258924	297.896496104161	625.035385371744	302.66154640947
PLA2G15	709.934356775933	970.573659097818	748.745842887071	925.074737691721	822.975203168433	1218.5026787015	845.680114323473	1284.26948406937
USP9Y	1018.39563053523	1079.48980738375	1212.59363967275	6.70839807926886	1082.74355582631	1224.81160069829	990.771640295254	0.554841860816916
GYG1	954.913317125298	989.217838754378	1127.92150439226	961.637774594648	1247.27585992827	1281.62994196257	1037.30554656999	1183.4215793379
RNF167	1166.26642986318	1275.4766515583	1105.904856079	1183.52287989591	1566.78963551374	1638.57928286948	1131.3668111157	1378.14996418763
APOL6	1157.18021363703	1261.922986245	999.018639929119	1064.39003982724	935.480036413849	1195.16203281964	702.229513206709	940.006394009634
CACNA1A	154.774862628461	148.638579372188	721.988799068805	370.284874987079	152.115912248484	77.9278504290743	641.704333171835	323.879804257074
RAB21	1027.04799773221	1002.00378487323	1234.13141245004	1033.00432019063	1189.60982043474	1367.08574196548	1129.90098473253	1254.63122607377
TMPO	642.052954371205	638.674338037831	698.051706082279	574.569443919951	345.437509046463	461.558637117949	484.607709665069	370.705199663895
DUSP22	675.827999883373	627.657211214816	511.302608940845	684.603814991432	888.421330676969	869.534279018986	629.650964704625	1073.0192685976
ING2	197.946029076442	259.830897282553	201.450450467496	253.335383764733	446.07115859856	601.283294092225	360.952990985317	628.410583127722
CCAR1	1619.35274152874	1337.76437224594	1992.70586170375	1441.16918829521	1662.41545547725	1367.8905974506	1648.87612900733	1526.58419252509
LURAP1L	733.161221636984	872.220520861671	699.840480264611	966.964921818444	921.026582475548	648.36668347935	313.839898811076	840.039364202769
DDHD1	961.586288570872	1106.57612757136	1091.82376279347	1143.93246394911	1067.83835896929	830.541483353248	806.646778815228	837.311394261633
SMS	1462.48877661442	1182.63918988914	1244.6314759996	1023.60344148475	1578.20562562578	1092.21622097213	1033.73752935275	1004.11742669375
THRAP3	2811.40943885591	2967.50350620627	2977.64996890801	2776.70619754213	2760.01909261911	2544.60838167028	2781.18509201277	2494.1932104053
ZNF827	622.011764278199	698.264020159389	782.777649300484	571.966764781603	373.305120008817	419.577300585131	477.306046341494	565.331505595614
FBXO7	1503.87326436646	1806.62911030683	1722.65241234451	1572.5588743614	1616.11544963261	1793.43116255237	1527.00684620778	1731.11226740026
CYHR1	1151.28318388109	830.867723986746	903.196310928252	981.522818417819	1155.1147158423	973.341951939049	918.872337785917	1163.64572890958
MED16	910.455705727387	704.700118696578	937.073791109675	688.458149770074	1282.90424062631	889.295939228903	805.217768806082	716.303264059053
STXBP1	1317.92927112528	1491.36217141629	1596.57452020045	1245.26808864054	1237.16461118073	1440.97257500247	1270.65225477864	1457.1781230388
RAB32	946.747427155287	752.77649476982	662.608045798205	699.592780066676	795.975895483289	568.132454921671	517.069152756047	573.621232629958
CPSF2	1587.2438913922	1452.3796717619	1481.06670474583	1566.51739312002	1322.63166055856	1430.06315279377	1672.88126016079	1291.90123157623
PRMT1	1259.80868146231	1214.31882415066	1309.45660578725	1053.72223995225	1319.80716641806	990.81951853938	1186.25959033688	1089.25888437886
HELLPAR	906.601742916201	1264.59775796988	1220.74580025771	1170.72994584084	966.16929091303	993.387777197103	1171.70647146183	977.766960012362
UQCRQ	1051.52647499178	870.570598577097	864.641217561169	738.455315582952	1062.19320221992	897.416140801581	958.627125658055	672.415267391467
HMG20B	1140.87037774342	997.420397928352	1110.45894471791	1039.03506775986	1259.18300817087	1128.05650577203	1324.96638299391	1338.81178806002
ACACA	1456.15893015817	1653.041410665	1173.74330966152	1321.54534410839	1101.42499374882	1229.56822726843	1246.0998199051	967.663582765849
LINC01709	909.244913772434	217.788786816449	0	2.1765671404245	919.596282823404	343.720243768583	0	0
ACOT9	791.297001778703	821.219047120054	691.292503930144	822.555985378921	1169.39928428617	1036.52974644606	879.947765338688	1026.56223473666
